,patent,title,abstract,forward_div_backward_cousine,forward_cosine,backward_cosine,new_word,new_word_reuse,new_bigram,new_bigram_reuse,new_trigram,new_trigram_reuse,new_word_comb,new_word_comb_reuse
5549000,9889161,Genetically-modified cells comprising a modified human T cell receptor alpha constant region gene,"Disclosed herein is a genetically-modified cell comprising in its genome a modified human T cell receptor alpha constant region gene, wherein the cell has reduced cell-surface expression of the endogenous T cell receptor. The present disclosure further relates to methods for producing such a genetically-modified cell, and to methods of using such a cell for treating a disease in a subject.",4.622478595,0.092049256,0.019913398,0,0,0,0,0,0,0,0
5622760,9963460,Morphinan derivative,"A morphinan derivative represented by the following formula (I), a tautomer or a stereoisomer of the compound, or a pharmaceutically acceptable salt thereof, or a solvate thereof, and a medicament, an analgesic and an antipruritic drug including the same as an active ingredient:wherein R is selected from hydrogen and C1-6 alkyl, and n represents an integer of 0 to 2.",4.504384161,0.032147933,0.007137032,0,0,0,0,0,0,170,170
5616577,9957227,Pharmaceutical formulations of HDAC inhibitors,"This invention pertains to pharmaceutical compositions comprising certain carbamic acid compounds (e.g., which inhibit HDAC (histone deacetylase) activity) (e.g., PXD-101, N hydroxyl-3-(3-phenylsulfamoyl-phenyl)-acrylamide)) and one or more additional ingredients selected from cyclodextrin, arginine, and meglumine. The present invention also pertains to the use of such compositions, for example, in the inhibition of HDAC, and in the treatment of conditions mediated by HDAC, cancer, proliferative conditions, psoriasis, etc.",4.452602632,0.026002027,0.005839737,0,0,0,0,0,0,10,10
5633525,9974291,Humanized IL-7 rodents,"Genetically modified non-human animals comprising a human or humanized interleukin-7 (IL-7) gene. Cells, embryos, and non-human animals comprising a human or humanized IL-7 gene. Rodents that express human or humanized IL-7 protein. Genetically modified mice that comprise a human or humanized IL-7-encoding gene in their germline, wherein the human or humanized IL-7-encoding gene is under control of endogenous mouse IL-7 regulatory sequences.",4.450616622,0.02655375,0.005966308,0,0,0,0,0,0,8,8
5584749,9925169,Spiro-lactam NMDA receptor modulators and uses thereof,"Disclosed are compounds having enhanced potency in the modulation of NMDA receptor activity. Such compounds are contemplated for use in the treatment of conditions such as depression and related disorders. Orally available formulations and other pharmaceutically acceptable delivery forms of the compounds, including intravenous formulations, are also disclosed.",4.367753709,0.055620618,0.012734376,0,0,0,0,1,2,3,6
5591876,9932347,Spiro-lactam NMDA receptor modulators and uses thereof,"Disclosed are compounds having enhanced potency in the modulation of NMDA receptor activity. Such compounds can be used in the treatment of conditions such as depression and related disorders. Orally available formulations and other pharmaceutically acceptable delivery forms of the compounds, including intravenous formulations, are also disclosed.",4.360402829,0.053685393,0.012312026,0,0,0,0,0,0,0,0
5548999,9889160,Genetically-modified cells comprising a modified human T cell receptor alpha constant region gene,"Disclosed herein is a genetically-modified cell comprising in its genome a modified human T cell receptor alpha constant region gene, wherein the cell has reduced cell-surface expression of the endogenous T cell receptor. The present disclosure further relates to methods for producing such a genetically-modified cell, and to methods of using such a cell for treating a disease in a subject.",4.326445469,0.085901856,0.019855065,0,0,1,5,3,15,3,15
5567514,9907805,Muscarinic M1 receptor agonists,"This invention relates to compounds that are agonists of the muscarinic M1 receptor and which are useful in the treatment of muscarinic M1 receptor mediated diseases. Also provided are pharmaceutical compositions containing the compounds and the therapeutic uses of the compounds. Compounds provided are of formula I, where n is 1 or 2; p is 0, 1 or 2; q is 0, 1 or 2; and R1-R6 are as defined herein.",4.295681486,0.045131117,0.01050616,0,0,0,0,0,0,15,15
5509200,9849119,Opioid receptor ligands and methods of using and making same,"This application describes compounds that can act as opioid receptor ligands, which compounds can be used in the treatment of, for example, pain and pain related disorders.",4.23090453,0.057328731,0.013549994,0,0,0,0,0,0,0,0
5574398,9914741,Tetrahydroisoquinoline derivatives,"Novel tetrahydroisoquinoline derivative compounds are disclosed herein that may be used as an active ingredient for a pharmaceutical composition, and in particular, for a pharmaceutical composition useful for preventing or treating a disease or condition responsive to modulation of the contractility of the skeletal sarcomere. This may be accomplished, for example, by modulation of the troponin complex of the fast skeletal muscle sarcomere through one or more of fast skeletal myosin, actin, tropomyosin, troponin C, troponin I, and troponin T, and fragments and isoforms thereof. The tetrahydroisoquinoline derivative compounds can thus be used as an agent for preventing or treating 1) neuromuscular disorders, 2) disorders of voluntary muscle, 3) CNS disorders in which muscle weakness, atrophy, and fatigue are prominent symptoms, 4) muscle symptoms stemming from systemic disorders, and 5) dysfunctions of pelvic floor and urethral/anal sphincter muscle.",4.217798269,0.040237941,0.009540035,0,0,0,0,0,0,1137,1137
5585936,9926362,Immunoglobulin constant region Fc receptor binding agents,"IVIG replacement compounds are derived from recombinant and/or biochemical creation of immunologically active biomimetic(s). These replacement compounds are then screened in vitro to assess each replacement compound's efficiency at modulating immune function. Particular replacement compounds are selected for further in vivo validation and dosage/administration optimization. Finally, the replacement compounds are used to treat a wide range of diseases, including inflammatory and autoimmune diseases.",4.193642784,0.03599336,0.008582839,0,0,0,0,0,0,208,208
5573504,9913839,Dosing regimens for fast onset of antidepressant effect,"A dose regimes comprising the simultaneous administration of two pharmaceutical compositions, wherein the first pharmaceutical composition is a composition comprising vortioxetine or a pharmaceutically acceptable salt thereof for once daily oral administration, and the second pharmaceutical composition is a composition comprising vortioxetine or a pharmaceutically acceptable salt thereof which together with said first composition quickly achieves a steady-state plasma level of vortioxetine in said patient which steady-state plasma level is the same as the steady-state vortioxetine plasma level achieved by the administration to said patient of said first composition alone.",4.188163312,0.02482288,0.005926913,0,0,0,0,0,0,2,2
5616609,9957259,Selective HDAC1 and HDAC2 inhibitors,"Provided herein are compounds, pharmaceutical compositions comprising such compounds and methods of using such compounds to treat or prevent diseases or disorders associated with HDAC activity, particularly diseases or disorders that involve activity of HDAC1 and/or HDAC2. Such diseases include cancer, sickle-cell anemia, beta-thalassemia, and HIV.",4.185676964,0.057619937,0.013765978,0,0,0,0,0,0,0,0
5505402,9845298,5-HT2B antagonists,"The invention provides novel compounds and compositions comprising a 5-HT2B antagonist of formula I:and related methods for treating a person having a disorder characterized by undesirable 5-HT2B receptor signaling, such as migraine, irritable bowel syndrome (IBS), pulmonary arterial hypertension (PAH), fibrosis, hepatocellular cancer, a small intestinal neuroendocrine tumor, cardiovascular disorders, and gastrointestinal (GI) tract disorders.",4.157580468,0.040383685,0.009713266,0,0,0,0,0,0,6,6
5337976,9676709,Carbondisulfide derived zwitterions,"Amines and amine derivatives that improve the buffering range, and/or reduce the chelation and other negative interactions of the buffer and the system to be buffered. The reaction of amines or polyamines with various molecules to form polyamines with differing pKa's will extend the buffering range, derivatives that result in polyamines that have the same pKa yields a greater buffering capacity. Derivatives that result in zwitterionic buffers improve yield by allowing a greater range of stability.",4.157444427,0.036970519,0.008892607,0,0,0,0,0,0,8,8
5533626,9873692,Quinolinone-carboxamide compounds as 5-HT4 receptor agonists,"The invention provides novel quinolinone-carboxamide 5-HT4 receptor agonist compounds. The invention also provides pharmaceutical compositions comprising such compounds, methods of using such compounds to treat diseases associated with 5-HT4 receptor activity, and processes and intermediates useful for preparing such compounds.",4.153305215,0.056197293,0.01353074,0,0,0,0,0,0,0,0
5481249,9820984,Dosing regimens for fast onset of antidepressant effect,"A dose regimes comprising the simultaneous administration of two pharmaceutical compositions, wherein the first pharmaceutical composition is a composition comprising vortioxetine or a pharmaceutically acceptable salt thereof for once daily oral administration, and the second pharmaceutical composition is a composition comprising vortioxetine or a pharmaceutically acceptable salt thereof which together with said first composition quickly achieves a steady-state plasma level of vortioxetine in said patient which steady-state plasma level is the same as the steady-state vortioxetine plasma level achieved by the administration to said patient of said first composition alone.",4.149517406,0.025075598,0.006043016,0,0,2,4,2,4,69,108
5457172,9796724,"Substituted pyrazolo[1,5-a]pyrimidine compounds as Trk kinase inhibitors","Compounds of Formula I:and salts thereof in which R1, R2, R3, R4, X, Y and n have the meanings given in the specification, are inhibitors of Trk kinases and are useful in the treatment of diseases which can be treated with a Trk kinase inhibitor such as pain, cancer, inflammation, neurodegenerative diseases and certain infectious diseases.",4.119373146,0.020837143,0.005058329,0,0,0,0,0,0,41,41
5641179,9981975,Pyrrolotriazine compounds as tam inhibitors,"This application relates to compounds of Formula I:or pharmaceutically acceptable salts thereof, which are inhibitors of TAM kinases which are useful for the treatment of disorders such as cancer.",4.114648606,0.043477632,0.010566548,0,0,0,0,0,0,25,25
5635103,9975875,Diamide compounds having muscarinic receptor antagonist and Beta2 adrenergic receptor agonist activity,This invention relates to a compound of formula I:    ,4.100404455,0.045142919,0.011009382,0,0,0,0,0,0,0,0
5457171,9796723,"Method of treatment using substituted imidazo[1,2b]pyridazine compounds","Methods for treating a disease or disorder selected from pain, cancer, inflammation, neurodegenerative disease, Typanosoma cruzi infection and osteolytic disease in a mammal, which comprise administering to said mammal a therapeutically effective amount of a compound of Formula Iin which R1, R2, R3, R4, X, Y and n have the meanings given in the specification.",4.096653079,0.019892383,0.004855765,0,0,0,0,0,0,0,0
5635096,9975868,"7,8-dihydoxyflavone and 7,8-substituted flavone derivatives, compositions, and methods related thereto","In certain embodiments, the disclosure relates to 7,8-dihydoxyflavone and 7,8-substituted flavone derivatives, such as those described by formula provided herein, pharmaceutical compositions, and methods related thereto. In certain embodiments, the disclosure relates to methods of treating or preventing diseases or conditions related to BDNF and TrkB activity, such as psychiatric disorders, depression, post-traumatic stress disorder, and autism spectrum disorders, stroke, Rett syndrome, Parkinson's disease, and Alzheimer's disease by administering effective amounts of pharmaceutical compositions comprising compounds disclosed herein to a subject in need thereof. In certain embodiments, it is contemplated that the 7,8-substituted flavone derivatives disclosed herein are prodrugs of 7,8-dihydoxyflavone and analogs.",4.062477173,0.027941471,0.006877939,0,0,0,0,0,0,960,960
5349864,9688676,Tyrosine kinase inhibitors,"The present disclosure provides compounds that are tyrosine kinase inhibitors, in particular Bruton tyrosine kinase (Ã¢ÂÂBTKÃ¢ÂÂ) inhibitors, and are therefore useful for the treatment of diseases treatable by inhibition of BTK such as cancer, autoimmune, inflammatory, and thromboembolic diseases. Also provided are pharmaceutical compositions containing such compounds and processes for preparing such compounds.",4.04693748,0.045074992,0.01113805,0,0,0,0,0,0,6,6
5641134,9981930,MAGL inhibitors,"Provided herein are piperazine carbamates and pharmaceutical compositions comprising said compounds. The subject compounds and compositions are useful as modulators of MAGL. Furthermore, the subject compounds and compositions are useful for the treatment of pain.",4.045674527,0.05119295,0.012653749,0,0,0,0,0,0,17,17
5510535,9850462,Human lambda light chain mice,"Genetically modified mice are provided that express human ÃÂ» variable (hVÃÂ») sequences, including mice that express hVÃÂ» sequences from an endogenous mouse ÃÂ» light chain locus, mice that express hVÃÂ» sequences from an endogenous mouse ÃÂº light chain locus, and mice that express hVÃÂ» sequences from a transgene or an episome wherein the hVÃÂ» sequence is linked to a mouse constant sequence. Mice are provided that are a source of somatically mutated human ÃÂ» variable sequences useful for making antigen-binding proteins. Compositions and methods for making antigen-binding proteins that comprise human ÃÂ» variable sequences, including human antibodies, are provided.",4.003378533,0.045894131,0.01146385,0,0,0,0,0,0,0,0
5591861,9932332,FXR (NR1H4) modulating compounds,The present disclosure relates generally to compounds which bind to the NR1H4 receptor (FXR) and act as agonists of FXR. The disclosure further relates to the use of the compounds for the preparation of a medicament for the treatment of diseases and/or conditions through binding of said nuclear receptor by said compounds and to a process for the synthesis of said compounds.,3.97096752,0.041853815,0.010539954,0,0,0,0,0,0,1,1
5533089,9873153,Synthesis of metal nanoparticles using modified MPEG polymer,"The synthesis of metal nanoparticles using a modified mPEG (methoxypolyethylene glycol) polymer includes the steps of: preparing a methanolic solution of a polymer; providing an aqueous solution including a metal salt; and combining the methanolic solution of the polymer with the aqueous metal salt solution to produce the metal nanoparticles, where the metal salt is AgNO3, CuCl2, NiCl2, CoCl2, Pd(Ac)2, or HAuCl4 and wherein the metal nanoparticles are silver, copper, cobalt, palladium, nicker or gold nanoparticles having a size between 1 nm and 100 nm in diameter.",3.96017815,0.048654824,0.012286019,0,0,0,0,0,0,89,89
5633993,9974762,Necrosis inhibitors,"The invention provides amides that inhibit cellular necrosis and/or human receptor interacting protein 1 kinase (RIP1), including corresponding sulfonamides, and pharmaceutically acceptable salts, hydrides and stereoisomers thereof. The compounds are employed in pharmaceutical compositions, and methods of making and use, including treating a person in need thereof with an effective amount of the compound or composition, and detecting a resultant improvement in the person's health or condition.",3.947999456,0.046837285,0.011863549,0,0,0,0,0,0,7,7
5562481,9902741,Macrocyclic compounds as TRK kinase inhibitors,"Compounds of Formula I: and pharmaceutically acceptable salts thereof, wherein ring A, ring B, W, m, D, R2, R2a, R3, R3a, and Z are as defined herein, are inhibitors of Trk kinases and are useful in the treatment of pain, cancer, inflammation, neurodegenerative diseases and certain infectious diseases.",3.944772815,0.024903378,0.006313007,0,0,0,0,0,0,0,0
5591852,9932323,"Therapeutic hydroxypyridinones, hydroxypyrimidinones and hydroxypyridazinones","The invention provides compounds of formula I:and salts and prodrugs thereof wherein R4, X1 and X2 have any of the meanings defined in the specification, as well as pharmaceutical compositions comprising the compounds or salts and methods for their use in therapy. The compounds have useful antiviral properties.",3.920421547,0.042971227,0.010960869,0,0,0,0,0,0,9,9
5516304,9856267,CARM1 inhibitors and uses thereof,"Provided herein are compounds of Formula (I):and pharmaceutically acceptable salts thereof, and pharmaceutical compositions thereof; wherein X, R1, R1a, R2a, R2b, R2c, R2d, are as defined herein, and Ring HET is a 6-membered monocyclic heteroaryl ring system of Formula:wherein L2, R13, G8, G10, G11, and G12 are as defined herein. Compounds of the present invention are useful for inhibiting CARM1 activity. Methods of using the compounds for treating CARM1-mediated disorders are also described.",3.902378525,0.049393244,0.012657215,0,0,0,0,0,0,0,0
5584813,9925233,Vasopressin formulations for use in treatment of hypotension,Provided herein are peptide formulations comprising polymers as stabilizing agents. The peptide formulations can be more stable for prolonged periods of time at temperatures higher than room temperature when formulated with the polymers. The polymers used in the present invention can decrease the degradation of the constituent peptides of the peptide formulations.,3.887807977,0.031471465,0.008094912,0,0,0,0,0,0,0,0
5516281,9856244,Dihydropyridinone MGAT2 inhibitors,"The present invention provides compounds of Formula (I):or a stereoisomer, or a pharmaceutically acceptable salt thereof, wherein all of the variables are as defined herein. These compounds are monoacylglycerol acyltransferase type 2 (MGAT2) inhibitors which may be used as medicaments.",3.880336812,0.043490458,0.011207908,0,0,0,0,0,0,2,2
5505440,9845336,Uracyl spirooxetane nucleosides,"The present invention relates to compounds of the formula I:including any possible stereoisomers thereof, wherein R9 has the meaning as defined herein, or a pharmaceutically acceptable salt or solvate thereof.The present invention also relates to processes for preparing said compounds, pharmaceutical compositions containing them and their use, alone or in combination with other HCV inhibitors, in HCV therapy.",3.868830849,0.036675639,0.009479773,0,0,0,0,0,0,0,0
5516534,9856497,Chimeric proteins and methods of regulating gene expression,"The present disclosure provides systems, compositions and methods for regulating expression of a target polynucleotide in a cell. The systems, compositions and methods comprise a chimeric receptor polypeptide comprising a G-protein coupled receptor (GPCR) or a fragment thereof, a chimeric adaptor polypeptide, at least one actuator moiety and a cleavage moiety.",3.863633699,0.030816818,0.007976123,0,0,0,0,0,0,92,119
5635091,9975863,Modulators of sphingosine phosphate receptors,"Compounds that activate a sphingosine-1-phosphate receptor of the subtype 1 are provided. Certain compounds selectively activate the receptor subtype 1 in relation to the sphingosine-1-phosphate receptor subtype 3. Uses and methods of inventive compounds for treatment of malconditions wherein activation, agonism, inhibition or antagonism of the S1P1 is medically indicated are provided.",3.855377332,0.051499128,0.01335774,0,0,0,0,0,0,0,0
5457160,9796712,Heteroaryl compounds for kinase inhibition,"Compounds and pharmaceutical compositions that modulate kinase activity, including mutant EGFR and mutant HER2 kinase activity, and compounds, pharmaceutical compositions, and methods of treatment of diseases and conditions associated with kinase activity, including mutant EGFR and mutant HER2 activity, are described herein.",3.84169871,0.058557738,0.015242668,0,0,0,0,0,0,0,0
5597735,9938259,Therapeutic compositions and related methods of use,Compositions comprising compounds that modulate pyruvate kinase M2 (PKM2) are described herein. Also described herein are methods of using the compounds that modulate PKM2 in the treatment of cancer.,3.83747484,0.056317311,0.014675617,0,0,0,0,0,0,5,5
5469967,9809610,Compounds and compositions as kinase inhibitors,The present invention provides a compound of Formula I:    ,3.831979718,0.051937994,0.013553828,0,0,0,0,0,0,0,0
5634023,9974792,Methods for treating cancers,"Disclosed are methods for treating a cancer in a subject (e.g., a human) in need thereof, comprising administering to the subject a therapeutically effective amount of a compound of formula I:or a pharmaceutically acceptable salt thereof. The subject may be very high risk or high risk for the cancer. The subject who has the cancer may also be refractory to at least one chemotherapy treatment, or is in relapse after treatment with chemotherapy, or both. The cancer may be a hematologic malignancy, such as leukemia or lymphoma.",3.822958574,0.028183179,0.007372086,0,0,0,0,0,0,103,103
5528705,9868741,PDE1 inhibitor,The present invention provides a compound of Formula I:useful for treating chronic kidney disease and diabetic kidney disease.,3.82244209,0.041383654,0.010826496,0,0,0,0,0,0,1,1
5621650,9962346,Treatment of NAFLD and NASH,Treatment of NAFLD and NASH by therapy with MBX-8025 or an MBX-8025 salt.,3.808858879,0.027065512,0.007105937,0,0,0,0,0,0,6,6
5641198,9981994,"Pyrazole compounds, compositions and methods for treatment of degenerative diseases and disorders","Provided herein are compounds of the formula (I):as well as pharmaceutically acceptable salts thereof, wherein the substituents are as those disclosed in the specification. These compounds, and the pharmaceutical compositions containing them, are useful for the treatment of degenerative diseases and disorders.",3.800562837,0.055344902,0.014562291,0,0,0,0,0,0,0,0
5556219,9896432,Somatostatin modulators and uses thereof,"Described herein are compounds that are somatostatin modulators, methods of making such compounds, pharmaceutical compositions and medicaments comprising such compounds, and methods of using such compounds in the treatment of conditions, diseases, or disorders that would benefit from modulation of somatostatin activity.",3.786598351,0.040430639,0.010677298,0,0,0,0,0,0,50,50
5510355,9850280,Melanocortin receptor ligands,"The present invention is directed to compounds according to formula,(R2R3)-A1-c(A2-A3-A4-A5-A6-A7-A8-A9)-A10-R1,and pharmaceutically-acceptable salts thereof that act as ligands for one or more of the melanocortin receptors, to methods of using such compounds to treat mammals and to pharmaceutical compositions comprising said compounds.",3.758003887,0.04059197,0.010801471,0,0,0,0,0,0,220,220
5578618,9918996,Methods of using qiapine,"Methods of treating renal failure are described. In particular, methods of treating renal failure by administration of pharmaceutical composition including a mixture of nicotine and salicylic acid are described.",3.749068109,0.04639107,0.012374027,0,0,0,0,0,0,7,7
5538904,9878992,GDF-8 inhibitors,"Described are GCF-8 inhibitors of the formula (I),and pharmaceutically acceptable salts thereof, wherein n, R1, R2, R5, R6, X and Z are defined herein. Also provided are pharmaceutical compositions comprising the same. Such compounds and compositions are useful in methods for inhibiting GDF-8 in a cell and methods for treating a patient suffering from a disease or disorder, wherein the patient would therapeutically benefit from an increase in mass or strength of muscle tissue.",3.737241484,0.055578895,0.014871636,0,0,0,0,0,0,4,4
5635090,9975862,Arylpiperazine derivatives and methods of utilizing same,"The present invention provides arylpiperazine derivatives having Formula I as shown below, which can be advantageously used for treating schizophrenia and related psychoses such as acute manic, bipolar disorder, autistic disorder, and depression,",3.735909444,0.034528688,0.009242378,0,0,0,0,0,0,3,3
5604053,9944626,6-(5-hydroxy-1H-pyrazol-1-YL)nicotinamide inhibitors of PHD,"The present invention provides compounds of the formula:which are useful as inhibitors of PHD, pharmaceutical compositions thereof, methods for treatment of conditions associated with HIF, processes for making the compounds and intermediates thereof.",3.732896462,0.050465632,0.013519162,0,0,0,0,0,0,5,5
5457118,9796670,N-(4-hydroxy-4-methyl-cyclohexyl)-4-phenyl-benzenesulfonamides and N-(4-hydroxy-4-methyl-cyclohexyl)-4-(2-pyridyl)benzenesulfonamides and their therapeutic use,"The present invention pertains generally to the field of therapeutic compounds. More specifically the present invention pertains to certain substituted N-(4-hydroxy-4-methyl-cyclohexyl)-4-phenyl-benzenesulfonamide and N-(4-hydroxy-4-methyl-cyclohexyl)-4-(2-pyridyl)benzenesulfonamide compounds (collectively referred to herein as HMC compounds) that are useful, for example, in the treatment of disorders (e.g., diseases) including, inflammation and/or joint destruction and/or bone loss; disorders mediated by excessive and/or inappropriate and/or prolonged activation of the immune system; inflammatory and autoimmune disorders, for example, rheumatoid arthritis; psoriasis; psoriatic arthritis; chronic obstructive pulmonary disease (COPD); asthma; atherosclerosis; inflammatory bowel disease; ankylosing spondylitis; multiple sclerosis; systemic lupus erythematosus; Sjogren's syndrome; a disorder associated with bone loss, such as bone loss associated with excessive osteoclast activity in rheumatoid arthritis, osteoporosis, cancer-associated bone disease, or Paget's disease; cancer, such as a haematological malignancy, such as multiple myeloma, leukemia, or lymphoma, or a solid tumor cancer, such as bladder cancer, breast cancer (female and/or male), colon cancer, renal cell carcinoma, kidney cancer, lung cancer, pancreatic cancer, gastric cancer, prostate cancer, brain cancer, skin cancer, thyroid cancer, basal cell ameloblastoma, or melanoma; a disorder associated with fibrosis, such as systemic sclerosis or scleroderma; or a rare vasculitide, such as BehÃÂ§et's disease. The present invention also pertains to pharmaceutical compositions comprising such compounds, and the use of such compounds and compositions, for example, in therapy.",3.720731896,0.05608267,0.015073021,0,0,0,0,0,0,8,8
5584814,9925234,Vasopressin formulations for use in treatment of hypotension,Provided herein are peptide formulations comprising polymers as stabilizing agents. The peptide formulations can be more stable for prolonged periods of time at temperatures higher than room temperature when formulated with the polymers. The polymers used in the present invention can decrease the degradation of the constituent peptides of the peptide formulations.,3.717971605,0.025389386,0.006828827,0,0,0,0,0,0,0,0
5591839,9932310,DNA2 inhibitors for cancer treatment,"Disclosed herein, inter alia, are compositions and methods for inhibiting DNA2.",3.705433681,0.03776402,0.010191525,0,0,0,0,0,0,11,11
5549004,9889165,Compositions and methods for treatment of skin disorders,"Described herein are compositions and methods of treatment for acne and other skin disorders involving the use of probiotics. In certain aspects, microbes included in the probiotics have been engineered or selected for the treatment of specific skin disorders.",3.681076995,0.016578391,0.00450368,0,0,0,0,0,0,329,329
5404976,9744173,"2-amino 6-methyl-4,4a,5,6-tetrahydropyrano[3,4-d][1,3]thiazin-8a(8H)-yl-1,3-thiazol-4-yl amides","The present invention is directed to compounds, tautomers and pharmaceutically acceptable salts of the compounds which are disclosed, wherein the compounds have the structure of Formula I,and the variable R1 is as defined in the specification. Corresponding pharmaceutical compositions, methods of treatment, methods of synthesis, and intermediates are also disclosed.",3.673761442,0.019479044,0.005302207,0,0,0,0,0,0,42,42
5476129,9815830,Isoergoline compounds and uses thereof,"Provided herein are isoergoline compounds and pharmaceutical compositions thereof. In other embodiments, provided herein are methods of treatment, prevention, or amelioration of a variety of medical disorders such as, for example, migraine using the compounds and pharmaceutical compositions disclosed herein. In still other embodiments, provided herein are methods of agonizing receptors such as, for example, the 5-HT1A, 5-HT1B and 5-HT1D receptors without agonizing the 5-HT2B receptor using the compounds and pharmaceutical compositions disclosed herein. In still other embodiments, provided herein are methods of antagonizing the 5-HT2B adrenergic alpha2A and/or the alpha2B receptors using the compounds and pharmaceutical compositions disclosed herein. In still other embodiments, provided herein are methods of antagonizing the D2 and D3 receptor using the compounds and pharmaceutical compositions disclosed herein.",3.670022612,0.049487062,0.01348413,0,0,0,0,0,0,0,0
5585860,9926285,Allosteric modulators of nicotinic acetylcholine receptors,"The present disclosure relates to compounds of formula I that are useful as modulators of ÃÂ±7 nAChR, compositions comprising such compounds, and the use of such compounds for preventing, treating, or ameliorating disease, particularly disorders of the central nervous system such as cognitive impairments in Alzheimer's disease, Parkinson's disease, and schizophrenia, as well as for L-DOPA induced-dyskinesia and inflammation",3.659125721,0.053207885,0.014541147,0,0,0,0,0,0,0,0
5640174,9980965,Treatment of autoimmune disease,"Provided herein are compositions and methods for the treatment of autoimmune diseases, including lupus, uveitis and encephalitis. Said compositions useful for treating autoimmune diseases comprise pyrrolo-pyrazole PKC inhibitors.",3.636210774,0.011286047,0.003103793,0,0,0,0,0,0,286,286
